id,station,median_temp_c,reading_count,readings,trace_id,captured_at,created_at
3045,KORD,8.333333,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 46.9, ""obsTime"": ""2026-03-24T18:55:35Z"", ""windDir"": 45, ""humidity"": 50, ""pressure"": 30.36, ""windGust"": 0, ""dewpointF"": 28, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 47.3, ""obsTime"": ""2026-03-24T18:53:00Z"", ""windDir"": 225, ""humidity"": 30, ""pressure"": 29.61, ""windGust"": 8.1, ""dewpointF"": 17.5, ""windSpeed"": 2.2}, {""pwsId"": ""KILROSEM2"", ""tempF"": 47, ""obsTime"": ""2026-03-24T18:54:46Z"", ""windDir"": 221, ""humidity"": 36, ""pressure"": 30.32, ""windGust"": 10, ""dewpointF"": 21, ""windSpeed"": 4}]",ruth-pws-kord-20260324-185550011,2026-03-24 18:55:50.011+00,2026-03-24 18:55:50.015461+00
3046,KLGA,9.388889,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T18:55:40Z"", ""windDir"": 45, ""humidity"": 99, ""pressure"": 30.37, ""windGust"": 2, ""dewpointF"": 49, ""windSpeed"": 2}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 48.9, ""obsTime"": ""2026-03-24T18:55:35Z"", ""windDir"": 264, ""humidity"": 32, ""pressure"": 30.28, ""windGust"": 2.2, ""dewpointF"": 20.3, ""windSpeed"": 2}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 48.6, ""obsTime"": ""2026-03-24T18:53:00Z"", ""windDir"": 203, ""humidity"": 31, ""pressure"": 29.93, ""windGust"": 2.2, ""dewpointF"": 19.3, ""windSpeed"": 1.8}]",ruth-pws-klga-20260324-185550681,2026-03-24 18:55:50.681+00,2026-03-24 18:55:50.684546+00
3047,KMIA,29.722221,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T18:55:39Z"", ""windDir"": 190, ""humidity"": null, ""pressure"": 29.79, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 85.5, ""obsTime"": ""2026-03-24T18:55:39Z"", ""windDir"": 95, ""humidity"": 55, ""pressure"": 30.09, ""windGust"": 2.2, ""dewpointF"": 67.5, ""windSpeed"": 0.7}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 87.5, ""obsTime"": ""2026-03-24T18:55:27Z"", ""windDir"": 112, ""humidity"": 51, ""pressure"": 30.07, ""windGust"": 4, ""dewpointF"": 67, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-185550833,2026-03-24 18:55:50.833+00,2026-03-24 18:55:50.837203+00
3048,KATL,20.444445,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 68.8, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 124, ""humidity"": 19, ""pressure"": 30.19, ""windGust"": 5.8, ""dewpointF"": 25, ""windSpeed"": 2}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 67.6, ""obsTime"": ""2026-03-24T18:55:11Z"", ""windDir"": 180, ""humidity"": 26, ""pressure"": 30.3, ""windGust"": 0.7, ""dewpointF"": 31.5, ""windSpeed"": 0}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 72.6, ""obsTime"": ""2026-03-24T18:55:49Z"", ""windDir"": 313, ""humidity"": 22, ""pressure"": 29.32, ""windGust"": 6, ""dewpointF"": 31.6, ""windSpeed"": 1}]",ruth-pws-katl-20260324-185551033,2026-03-24 18:55:51.033+00,2026-03-24 18:55:51.041088+00
3049,EGLC,11.611111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T18:53:00Z"", ""windDir"": 189, ""humidity"": 81, ""pressure"": 29.69, ""windGust"": 8.1, ""dewpointF"": 47.2, ""windSpeed"": 5.4}, {""pwsId"": ""ILONDO873"", ""tempF"": 53.4, ""obsTime"": ""2026-03-24T18:55:42Z"", ""windDir"": 270, ""humidity"": 85, ""pressure"": 30.3, ""windGust"": 8.5, ""dewpointF"": 48.9, ""windSpeed"": 7.6}, {""pwsId"": ""ILONDO636"", ""tempF"": 52.5, ""obsTime"": ""2026-03-24T18:55:41Z"", ""windDir"": 220, ""humidity"": 87, ""pressure"": 29.68, ""windGust"": 22.8, ""dewpointF"": 48.7, ""windSpeed"": 10.3}]",ruth-pws-eglc-20260324-185551585,2026-03-24 18:55:51.585+00,2026-03-24 18:55:51.589632+00
3050,LFPG,14.5,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 58.5, ""obsTime"": ""2026-03-24T18:55:47Z"", ""windDir"": 36, ""humidity"": 57, ""pressure"": 29.63, ""windGust"": 6.9, ""dewpointF"": 43.3, ""windSpeed"": 4.3}, {""pwsId"": ""ITREMB16"", ""tempF"": 57.8, ""obsTime"": ""2026-03-24T18:55:16Z"", ""windDir"": 270, ""humidity"": 53, ""pressure"": 30.19, ""windGust"": 1.6, ""dewpointF"": 40.8, ""windSpeed"": 1.1}, {""pwsId"": ""IMITRY1"", ""tempF"": 58.1, ""obsTime"": ""2026-03-24T18:55:47Z"", ""windDir"": 313, ""humidity"": 62, ""pressure"": 30.16, ""windGust"": 2.5, ""dewpointF"": 45.1, ""windSpeed"": 0.4}]",ruth-pws-lfpg-20260324-185551749,2026-03-24 18:55:51.749+00,2026-03-24 18:55:51.751966+00
3051,CYYZ,3.5555556,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 37.8, ""obsTime"": ""2026-03-24T18:45:15Z"", ""windDir"": 249, ""humidity"": 53, ""pressure"": 30.37, ""windGust"": 18, ""dewpointF"": 22, ""windSpeed"": 4}, {""pwsId"": ""ITORON111"", ""tempF"": 38.8, ""obsTime"": ""2026-03-24T18:54:00Z"", ""windDir"": 119, ""humidity"": 51, ""pressure"": 30.29, ""windGust"": 3.4, ""dewpointF"": 22.2, ""windSpeed"": 2.7}, {""pwsId"": ""ITORON175"", ""tempF"": 38.4, ""obsTime"": ""2026-03-24T18:55:40Z"", ""windDir"": 276, ""humidity"": 48, ""pressure"": 30.48, ""windGust"": 3.5, ""dewpointF"": 20.3, ""windSpeed"": 3.3}]",ruth-pws-cyyz-20260324-185551907,2026-03-24 18:55:51.907+00,2026-03-24 18:55:51.911308+00
3052,KSEA,7.8333335,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 46, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 197, ""humidity"": 98, ""pressure"": 29.38, ""windGust"": 3.4, ""dewpointF"": 45.5, ""windSpeed"": 2.2}, {""pwsId"": ""KWASEATT2478"", ""tempF"": 46.2, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 160, ""humidity"": 99, ""pressure"": 29.59, ""windGust"": 1.1, ""dewpointF"": 45.9, ""windSpeed"": 0.9}]",ruth-pws-ksea-20260324-185649682,2026-03-24 18:56:49.682+00,2026-03-24 18:56:49.702331+00
3053,KDAL,26.722221,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 81.3, ""obsTime"": ""2026-03-24T18:45:00Z"", ""windDir"": 230, ""humidity"": 47, ""pressure"": 30.06, ""windGust"": 4.3, ""dewpointF"": 59.2, ""windSpeed"": 1.3}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 80.1, ""obsTime"": ""2026-03-24T18:56:41Z"", ""windDir"": 236, ""humidity"": 50, ""pressure"": 29.48, ""windGust"": 15, ""dewpointF"": 59.7, ""windSpeed"": 3.6}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 80.1, ""obsTime"": ""2026-03-24T18:56:43Z"", ""windDir"": 191, ""humidity"": 53, ""pressure"": 29.49, ""windGust"": 6.9, ""dewpointF"": 61.5, ""windSpeed"": 3.6}]",ruth-pws-kdal-20260324-185649878,2026-03-24 18:56:49.878+00,2026-03-24 18:56:49.881728+00
3054,KORD,8.333333,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 46.8, ""obsTime"": ""2026-03-24T18:56:48Z"", ""windDir"": 45, ""humidity"": 51, ""pressure"": 30.36, ""windGust"": 0, ""dewpointF"": 29, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 47.3, ""obsTime"": ""2026-03-24T18:54:00Z"", ""windDir"": 183, ""humidity"": 31, ""pressure"": 29.61, ""windGust"": 4.5, ""dewpointF"": 18.2, ""windSpeed"": 3.8}, {""pwsId"": ""KILROSEM2"", ""tempF"": 47, ""obsTime"": ""2026-03-24T18:55:46Z"", ""windDir"": 105, ""humidity"": 36, ""pressure"": 30.32, ""windGust"": 10, ""dewpointF"": 21, ""windSpeed"": 2}]",ruth-pws-kord-20260324-185650059,2026-03-24 18:56:50.059+00,2026-03-24 18:56:50.062208+00
3055,KLGA,9.611111,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T18:56:34Z"", ""windDir"": 45, ""humidity"": 99, ""pressure"": 30.37, ""windGust"": 2, ""dewpointF"": 49, ""windSpeed"": 2}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 49.3, ""obsTime"": ""2026-03-24T18:56:39Z"", ""windDir"": 184, ""humidity"": 32, ""pressure"": 30.29, ""windGust"": 9.2, ""dewpointF"": 20.7, ""windSpeed"": 7.6}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 48.2, ""obsTime"": ""2026-03-24T18:54:00Z"", ""windDir"": 143, ""humidity"": 32, ""pressure"": 29.93, ""windGust"": 2.2, ""dewpointF"": 19.7, ""windSpeed"": 1.8}]",ruth-pws-klga-20260324-185650217,2026-03-24 18:56:50.217+00,2026-03-24 18:56:50.220334+00
3056,KMIA,29.61111,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T18:56:37Z"", ""windDir"": 177, ""humidity"": null, ""pressure"": 29.79, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T18:56:43Z"", ""windDir"": 105, ""humidity"": 55, ""pressure"": 30.09, ""windGust"": 2.2, ""dewpointF"": 67.3, ""windSpeed"": 0.9}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 87.5, ""obsTime"": ""2026-03-24T18:55:27Z"", ""windDir"": 112, ""humidity"": 51, ""pressure"": 30.07, ""windGust"": 4, ""dewpointF"": 67, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-185650411,2026-03-24 18:56:50.411+00,2026-03-24 18:56:50.414586+00
3057,KATL,20.444445,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 68.8, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 124, ""humidity"": 19, ""pressure"": 30.19, ""windGust"": 5.8, ""dewpointF"": 25, ""windSpeed"": 2}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 67.8, ""obsTime"": ""2026-03-24T18:56:11Z"", ""windDir"": 135, ""humidity"": 24, ""pressure"": 30.3, ""windGust"": 0, ""dewpointF"": 29.7, ""windSpeed"": 0}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 72.7, ""obsTime"": ""2026-03-24T18:56:40Z"", ""windDir"": 204, ""humidity"": 25, ""pressure"": 29.32, ""windGust"": 6, ""dewpointF"": 34.8, ""windSpeed"": 0}]",ruth-pws-katl-20260324-185650641,2026-03-24 18:56:50.641+00,2026-03-24 18:56:50.644051+00
3058,EGLC,11.611111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T18:54:00Z"", ""windDir"": 265, ""humidity"": 81, ""pressure"": 29.69, ""windGust"": 11.4, ""dewpointF"": 47.2, ""windSpeed"": 9.2}, {""pwsId"": ""ILONDO873"", ""tempF"": 53.4, ""obsTime"": ""2026-03-24T18:56:42Z"", ""windDir"": 292, ""humidity"": 85, ""pressure"": 30.3, ""windGust"": 9.3, ""dewpointF"": 48.9, ""windSpeed"": 8.7}, {""pwsId"": ""ILONDO636"", ""tempF"": 52.5, ""obsTime"": ""2026-03-24T18:56:32Z"", ""windDir"": 215, ""humidity"": 88, ""pressure"": 29.68, ""windGust"": 22.8, ""dewpointF"": 49.1, ""windSpeed"": 13.4}]",ruth-pws-eglc-20260324-185650849,2026-03-24 18:56:50.849+00,2026-03-24 18:56:50.852201+00
3059,LFPG,14.5,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 58.5, ""obsTime"": ""2026-03-24T18:56:43Z"", ""windDir"": 298, ""humidity"": 57, ""pressure"": 29.63, ""windGust"": 6.9, ""dewpointF"": 43.3, ""windSpeed"": 2.9}, {""pwsId"": ""ITREMB16"", ""tempF"": 57.9, ""obsTime"": ""2026-03-24T18:56:16Z"", ""windDir"": 338, ""humidity"": 53, ""pressure"": 30.19, ""windGust"": 0.7, ""dewpointF"": 40.9, ""windSpeed"": 0.7}, {""pwsId"": ""IMITRY1"", ""tempF"": 58.1, ""obsTime"": ""2026-03-24T18:56:39Z"", ""windDir"": 264, ""humidity"": 62, ""pressure"": 30.14, ""windGust"": 2.5, ""dewpointF"": 45.1, ""windSpeed"": 0.4}]",ruth-pws-lfpg-20260324-185650995,2026-03-24 18:56:50.995+00,2026-03-24 18:56:50.998037+00
3060,CYYZ,3.5555556,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 37.8, ""obsTime"": ""2026-03-24T18:45:15Z"", ""windDir"": 249, ""humidity"": 53, ""pressure"": 30.37, ""windGust"": 18, ""dewpointF"": 22, ""windSpeed"": 4}, {""pwsId"": ""ITORON111"", ""tempF"": 38.8, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 10, ""humidity"": 51, ""pressure"": 30.29, ""windGust"": 4.5, ""dewpointF"": 22.2, ""windSpeed"": 2.9}, {""pwsId"": ""ITORON175"", ""tempF"": 38.4, ""obsTime"": ""2026-03-24T18:56:40Z"", ""windDir"": 294, ""humidity"": 49, ""pressure"": 30.48, ""windGust"": 1.5, ""dewpointF"": 20.8, ""windSpeed"": 1.5}]",ruth-pws-cyyz-20260324-185651137,2026-03-24 18:56:51.137+00,2026-03-24 18:56:51.140423+00
3061,KSEA,7.8333335,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 46, ""obsTime"": ""2026-03-24T18:56:00Z"", ""windDir"": 233, ""humidity"": 98, ""pressure"": 29.37, ""windGust"": 2.2, ""dewpointF"": 45.5, ""windSpeed"": 2}, {""pwsId"": ""KWASEATT2478"", ""tempF"": 46.2, ""obsTime"": ""2026-03-24T18:56:00Z"", ""windDir"": 63, ""humidity"": 99, ""pressure"": 29.59, ""windGust"": 1.1, ""dewpointF"": 45.9, ""windSpeed"": 0.2}]",ruth-pws-ksea-20260324-185749671,2026-03-24 18:57:49.671+00,2026-03-24 18:57:49.688896+00
3062,KDAL,26.777779,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 81.3, ""obsTime"": ""2026-03-24T18:50:00Z"", ""windDir"": 227, ""humidity"": 48, ""pressure"": 30.06, ""windGust"": 4.2, ""dewpointF"": 59.7, ""windSpeed"": 1.6}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 80.2, ""obsTime"": ""2026-03-24T18:57:45Z"", ""windDir"": 281, ""humidity"": 50, ""pressure"": 29.48, ""windGust"": 15, ""dewpointF"": 59.9, ""windSpeed"": 8.7}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 80.2, ""obsTime"": ""2026-03-24T18:57:31Z"", ""windDir"": 140, ""humidity"": 53, ""pressure"": 29.49, ""windGust"": 6.9, ""dewpointF"": 61.5, ""windSpeed"": 1.3}]",ruth-pws-kdal-20260324-185749866,2026-03-24 18:57:49.866+00,2026-03-24 18:57:49.87044+00
3063,KORD,8.333333,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 46.9, ""obsTime"": ""2026-03-24T18:57:42Z"", ""windDir"": 45, ""humidity"": 50, ""pressure"": 30.35, ""windGust"": 0, ""dewpointF"": 28, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 47.3, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 236, ""humidity"": 30, ""pressure"": 29.61, ""windGust"": 4.5, ""dewpointF"": 17.5, ""windSpeed"": 3.8}, {""pwsId"": ""KILROSEM2"", ""tempF"": 47, ""obsTime"": ""2026-03-24T18:56:46Z"", ""windDir"": 92, ""humidity"": 36, ""pressure"": 30.32, ""windGust"": 10, ""dewpointF"": 21, ""windSpeed"": 2}]",ruth-pws-kord-20260324-185750077,2026-03-24 18:57:50.077+00,2026-03-24 18:57:50.080736+00
3064,KLGA,9.388889,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T18:57:46Z"", ""windDir"": 315, ""humidity"": 99, ""pressure"": 30.37, ""windGust"": 3, ""dewpointF"": 49, ""windSpeed"": 3}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 48.9, ""obsTime"": ""2026-03-24T18:57:43Z"", ""windDir"": 198, ""humidity"": 33, ""pressure"": 30.29, ""windGust"": 5.8, ""dewpointF"": 21, ""windSpeed"": 4.7}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 48.2, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 194, ""humidity"": 32, ""pressure"": 29.93, ""windGust"": 3.4, ""dewpointF"": 19.7, ""windSpeed"": 2.5}]",ruth-pws-klga-20260324-185750262,2026-03-24 18:57:50.262+00,2026-03-24 18:57:50.264803+00
3065,KMIA,29.61111,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T18:57:41Z"", ""windDir"": 173, ""humidity"": null, ""pressure"": 29.79, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 85.1, ""obsTime"": ""2026-03-24T18:57:31Z"", ""windDir"": 67, ""humidity"": 55, ""pressure"": 30.1, ""windGust"": 1.1, ""dewpointF"": 67.1, ""windSpeed"": 0.2}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 87.5, ""obsTime"": ""2026-03-24T18:55:27Z"", ""windDir"": 112, ""humidity"": 51, ""pressure"": 30.07, ""windGust"": 4, ""dewpointF"": 67, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-185750436,2026-03-24 18:57:50.436+00,2026-03-24 18:57:50.440549+00
3066,KATL,20.444445,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 68.8, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 124, ""humidity"": 19, ""pressure"": 30.19, ""windGust"": 5.8, ""dewpointF"": 25, ""windSpeed"": 2}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 68.2, ""obsTime"": ""2026-03-24T18:57:11Z"", ""windDir"": 158, ""humidity"": 24, ""pressure"": 30.3, ""windGust"": 2.2, ""dewpointF"": 30, ""windSpeed"": 1.1}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 72.7, ""obsTime"": ""2026-03-24T18:57:43Z"", ""windDir"": 300, ""humidity"": 24, ""pressure"": 29.32, ""windGust"": 6, ""dewpointF"": 33.8, ""windSpeed"": 5}]",ruth-pws-katl-20260324-185750600,2026-03-24 18:57:50.6+00,2026-03-24 18:57:50.604157+00
3067,EGLC,11.611111,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 240, ""humidity"": 81, ""pressure"": 29.69, ""windGust"": 11.4, ""dewpointF"": 47.2, ""windSpeed"": 8.1}, {""pwsId"": ""ILONDO873"", ""tempF"": 53.4, ""obsTime"": ""2026-03-24T18:57:42Z"", ""windDir"": 270, ""humidity"": 85, ""pressure"": 30.3, ""windGust"": 6.7, ""dewpointF"": 48.9, ""windSpeed"": 5.8}, {""pwsId"": ""ILONDO636"", ""tempF"": 52.3, ""obsTime"": ""2026-03-24T18:57:40Z"", ""windDir"": 216, ""humidity"": 88, ""pressure"": 29.68, ""windGust"": 17.2, ""dewpointF"": 48.9, ""windSpeed"": 11.2}]",ruth-pws-eglc-20260324-185750771,2026-03-24 18:57:50.771+00,2026-03-24 18:57:50.773733+00
3068,LFPG,14.5,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 58.5, ""obsTime"": ""2026-03-24T18:57:47Z"", ""windDir"": 346, ""humidity"": 57, ""pressure"": 29.63, ""windGust"": 5.8, ""dewpointF"": 43.3, ""windSpeed"": 1.8}, {""pwsId"": ""ITREMB16"", ""tempF"": 57.8, ""obsTime"": ""2026-03-24T18:57:16Z"", ""windDir"": 68, ""humidity"": 53, ""pressure"": 30.19, ""windGust"": 1.6, ""dewpointF"": 40.8, ""windSpeed"": 0.9}, {""pwsId"": ""IMITRY1"", ""tempF"": 58.1, ""obsTime"": ""2026-03-24T18:57:39Z"", ""windDir"": 328, ""humidity"": 62, ""pressure"": 30.14, ""windGust"": 2.5, ""dewpointF"": 45.1, ""windSpeed"": 0}]",ruth-pws-lfpg-20260324-185750940,2026-03-24 18:57:50.94+00,2026-03-24 18:57:50.942506+00
3069,CYYZ,3.5555556,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 37.8, ""obsTime"": ""2026-03-24T18:45:15Z"", ""windDir"": 249, ""humidity"": 53, ""pressure"": 30.37, ""windGust"": 18, ""dewpointF"": 22, ""windSpeed"": 4}, {""pwsId"": ""ITORON111"", ""tempF"": 38.7, ""obsTime"": ""2026-03-24T18:56:00Z"", ""windDir"": 34, ""humidity"": 52, ""pressure"": 30.28, ""windGust"": 4.5, ""dewpointF"": 22.6, ""windSpeed"": 3.4}, {""pwsId"": ""ITORON175"", ""tempF"": 38.4, ""obsTime"": ""2026-03-24T18:57:40Z"", ""windDir"": 354, ""humidity"": 48, ""pressure"": 30.48, ""windGust"": 2.2, ""dewpointF"": 20.3, ""windSpeed"": 2.2}]",ruth-pws-cyyz-20260324-185751111,2026-03-24 18:57:51.111+00,2026-03-24 18:57:51.113542+00
3070,KSEA,7.888889,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 46.2, ""obsTime"": ""2026-03-24T18:57:00Z"", ""windDir"": 212, ""humidity"": 98, ""pressure"": 29.38, ""windGust"": 2.2, ""dewpointF"": 45.7, ""windSpeed"": 2.2}, {""pwsId"": ""KWASEATT2478"", ""tempF"": 46.2, ""obsTime"": ""2026-03-24T18:57:00Z"", ""windDir"": 48, ""humidity"": 99, ""pressure"": 29.58, ""windGust"": 1.1, ""dewpointF"": 45.9, ""windSpeed"": 0.2}]",ruth-pws-ksea-20260324-185849683,2026-03-24 18:58:49.683+00,2026-03-24 18:58:49.687052+00
3071,KDAL,26.88889,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 81.3, ""obsTime"": ""2026-03-24T18:50:00Z"", ""windDir"": 227, ""humidity"": 48, ""pressure"": 30.06, ""windGust"": 4.2, ""dewpointF"": 59.7, ""windSpeed"": 1.6}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 80.4, ""obsTime"": ""2026-03-24T18:58:33Z"", ""windDir"": 290, ""humidity"": 52, ""pressure"": 29.47, ""windGust"": 15, ""dewpointF"": 61.2, ""windSpeed"": 4.9}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 80.4, ""obsTime"": ""2026-03-24T18:58:35Z"", ""windDir"": 205, ""humidity"": 52, ""pressure"": 29.48, ""windGust"": 5.8, ""dewpointF"": 61.2, ""windSpeed"": 3.6}]",ruth-pws-kdal-20260324-185849860,2026-03-24 18:58:49.86+00,2026-03-24 18:58:49.863448+00
3072,KORD,8.388889,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 46.9, ""obsTime"": ""2026-03-24T18:58:36Z"", ""windDir"": 45, ""humidity"": 51, ""pressure"": 30.35, ""windGust"": 0, ""dewpointF"": 29, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 47.5, ""obsTime"": ""2026-03-24T18:56:00Z"", ""windDir"": 210, ""humidity"": 31, ""pressure"": 29.61, ""windGust"": 4.5, ""dewpointF"": 18.4, ""windSpeed"": 1.8}, {""pwsId"": ""KILROSEM2"", ""tempF"": 47.1, ""obsTime"": ""2026-03-24T18:57:46Z"", ""windDir"": 283, ""humidity"": 36, ""pressure"": 30.32, ""windGust"": 10, ""dewpointF"": 21, ""windSpeed"": 4}]",ruth-pws-kord-20260324-185850010,2026-03-24 18:58:50.01+00,2026-03-24 18:58:50.013003+00
3073,KLGA,9.388889,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T18:58:40Z"", ""windDir"": 45, ""humidity"": 99, ""pressure"": 30.37, ""windGust"": 3, ""dewpointF"": 49, ""windSpeed"": 3}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 48.9, ""obsTime"": ""2026-03-24T18:58:31Z"", ""windDir"": 267, ""humidity"": 33, ""pressure"": 30.29, ""windGust"": 4.5, ""dewpointF"": 21, ""windSpeed"": 3.8}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 48.7, ""obsTime"": ""2026-03-24T18:56:00Z"", ""windDir"": 125, ""humidity"": 31, ""pressure"": 29.92, ""windGust"": 5.8, ""dewpointF"": 19.4, ""windSpeed"": 4.9}]",ruth-pws-klga-20260324-185850173,2026-03-24 18:58:50.173+00,2026-03-24 18:58:50.176073+00
3074,KMIA,29.61111,3,"[{""pwsId"": ""KFLMIAMI448"", ""tempF"": 85.3, ""obsTime"": ""2026-03-24T18:58:35Z"", ""windDir"": 174, ""humidity"": null, ""pressure"": 29.79, ""windGust"": 0, ""dewpointF"": null, ""windSpeed"": 0}, {""pwsId"": ""KFLMIAMI706"", ""tempF"": 85.1, ""obsTime"": ""2026-03-24T18:58:35Z"", ""windDir"": 96, ""humidity"": 55, ""pressure"": 30.09, ""windGust"": 1.1, ""dewpointF"": 67.1, ""windSpeed"": 0.7}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 87.5, ""obsTime"": ""2026-03-24T18:55:27Z"", ""windDir"": 112, ""humidity"": 51, ""pressure"": 30.07, ""windGust"": 4, ""dewpointF"": 67, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-185850319,2026-03-24 18:58:50.319+00,2026-03-24 18:58:50.322999+00
3075,KATL,20.444445,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 68.8, ""obsTime"": ""2026-03-24T18:55:00Z"", ""windDir"": 124, ""humidity"": 19, ""pressure"": 30.19, ""windGust"": 5.8, ""dewpointF"": 25, ""windSpeed"": 2}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 68.1, ""obsTime"": ""2026-03-24T18:58:11Z"", ""windDir"": 135, ""humidity"": 23, ""pressure"": 30.3, ""windGust"": 0.7, ""dewpointF"": 28.9, ""windSpeed"": 0.4}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 72.6, ""obsTime"": ""2026-03-24T18:58:44Z"", ""windDir"": 2, ""humidity"": 23, ""pressure"": 29.31, ""windGust"": 7, ""dewpointF"": 32.7, ""windSpeed"": 7}]",ruth-pws-katl-20260324-185850551,2026-03-24 18:58:50.551+00,2026-03-24 18:58:50.554707+00
